Effect,Dx_desc,chapter,outcome,OddsRatioEst,LowerCL,UpperCL,impute_flag
PDx_D70toD77,Other diseases of blood and blood-forming organs,Chp03_PDx,SOCCategory_Num,1.04125,0.50575,1.99682,0
PDx_D65toD69,"Coagulation defects, purpura and other haemorrhagic conditions",Chp03_PDx,SOCCategory_Num,1.61126,1.04006,2.40975,0
PDx_D60toD64,Aplastic and other anaemias,Chp03_PDx,SOCCategory_Num,0.74137,0.25228,1.92185,0
PDx_D55toD59,Haemolytic anaemias,Chp03_PDx,SOCCategory_Num,1.49226,0.5831,3.451,0
PDx_D50toD53,Nutritional anaemias,Chp03_PDx,SOCCategory_Num,0.91154,0.33082,2.21578,0
PDx_D37toD48,Neoplasms of uncertain or unknown behaviour,Chp02_PDx,SOCCategory_Num,1.42681,0.5593,3.2844,0
PDx_D10toD36,Benign neoplasms,Chp02_PDx,SOCCategory_Num,1.23641,0.94486,1.59222,0
PDx_D00toD09,In situ neoplasms,Chp02_PDx,SOCCategory_Num,1.12812,0.28917,4.28757,0
PDx_C81toC96,"Malignant neoplasms of lymphoid, haematopoietic and related tissue",Chp02_PDx,SOCCategory_Num,0.7378,0.29393,1.6898,0
PDx_C76toC80,"Malignant neoplasms of ill-defined, secondary and unspecified sites",Chp02_PDx,SOCCategory_Num,1.38278,0.39389,4.50177,0
PDx_C73toC75,Malignant neoplasms of thyroid and other endocrine glands,Chp02_PDx,SOCCategory_Num,1.00912,0.26894,3.59975,0
PDx_C69toC72,"Malignant neoplasms of eye, brain and other parts of central nervous system",Chp02_PDx,SOCCategory_Num,1.14835,0.38913,3.07853,0
PDx_C64toC68,Malignant neoplasms of urinary tract,Chp02_PDx,SOCCategory_Num,1.00674,0.31535,2.92264,0
PDx_C60toC63,Malignant neoplasms of male genital organs,Chp02_PDx,SOCCategory_Num,1.14002,0.29036,4.38872,0
PDx_C45toC49,Malignant neoplasms of mesothelial and soft tissue,Chp02_PDx,SOCCategory_Num,0.8211,0.23562,2.63466,0
PDx_C43toC44,Melanoma and other malignant neoplasms of skin,Chp02_PDx,SOCCategory_Num,1.01745,0.27132,3.59618,0
PDx_C40toC41,Malignant neoplasms of bone and articular cartilage,Chp02_PDx,SOCCategory_Num,1.01864,0.27132,3.62236,0
PDx_C30toC39,Malignant neoplasms of respiratory and intrathoracic organs,Chp02_PDx,SOCCategory_Num,1.00317,0.26775,3.57476,0
PDx_C15toC26,Malignant neoplasms of digestive organs,Chp02_PDx,SOCCategory_Num,1.03649,0.2737,3.7366,0
PDx_B99toB99,Other infectious diseases,Chp01_PDx,SOCCategory_Num,1.26616,0.37247,3.91153,0
PDx_B95toB97,"Bacterial, viral and other infectious agents",Chp01_PDx,SOCCategory_Num,1.42443,0.56406,3.23204,0
PDx_B85toB89,"Pediculosis, acariasis and other infestations",Chp01_PDx,SOCCategory_Num,0.83062,0.32963,1.88496,0
PDx_B65toB83,Helminthiases,Chp01_PDx,SOCCategory_Num,1.14716,0.34748,3.41173,0
PDx_B50toB64,Protozoal diseases,Chp01_PDx,SOCCategory_Num,1.11027,0.2856,4.19237,0
PDx_B35toB49,Mycoses,Chp01_PDx,SOCCategory_Num,0.86513,0.34153,1.97897,0
PDx_B25toB34,Other viral diseases,Chp01_PDx,SOCCategory_Num,1.21856,1.08528,1.36493,0
PDx_B15toB19,Viral hepatitis,Chp01_PDx,SOCCategory_Num,0.91035,0.25347,3.03093,0
PDx_B00toB09,Viral infections characterised by skin and mucous membrane lesions,Chp01_PDx,SOCCategory_Num,1.18881,0.91273,1.52439,0
PDx_A90toA99,Arthropod-borne viral fevers and viral haemorrhagic fevers,Chp01_PDx,SOCCategory_Num,1.06029,0.27727,3.92105,0
PDx_A80toA89,Viral infections of the central nervous system,Chp01_PDx,SOCCategory_Num,1.2495,0.68901,2.12653,0
PDx_A75toA79,Rickettsioses,Chp01_PDx,SOCCategory_Num,1.70527,0.4522,6.12493,0
PDx_A65toA69,Other spirochaetal diseases,Chp01_PDx,SOCCategory_Num,1.09004,0.28322,4.05671,0
PDx_A50toA64,Infections with a predominantly sexual mode of transmission,Chp01_PDx,SOCCategory_Num,1.03887,0.27489,3.77349,0
PDx_A30toA49,Other bacterial diseases,Chp01_PDx,SOCCategory_Num,1.42443,1.06267,1.87544,0
PDx_A15toA19,Tuberculosis,Chp01_PDx,SOCCategory_Num,1.08171,0.28084,4.06147,0
PDx_A00toA09,Intestinal infectious diseases,Chp01_PDx,SOCCategory_Num,1.26854,1.16977,1.37326,0
PDx_T66toT78,Other and unspecified effects of external causes,Chp19_PDx,PHYSCategory_Num,1.34351,0.99722,1.7731,0
PDx_T51toT65,Toxic effects of substances chiefly nonmedicinal as to source,Chp19_PDx,PHYSCategory_Num,1.14835,0.72471,1.74454,0
PDx_T36toT50,"Poisoning by drugs, medicaments and biological substances",Chp19_PDx,PHYSCategory_Num,1.36969,1.0353,1.78381,0
PDx_T29toT31,Burns of multiple and unspecified body regions,Chp19_PDx,PHYSCategory_Num,1.37207,0.39032,4.52676,0
PDx_T26toT28,Burns of eye and internal organs,Chp19_PDx,PHYSCategory_Num,2.22173,0.72352,6.32366,0
PDx_T20toT25,"Burns of external body surface, specified by site",Chp19_PDx,PHYSCategory_Num,1.68861,1.33756,2.10987,0
PDx_T15toT19,Effects of foreign body entering through natural orifice,Chp19_PDx,PHYSCategory_Num,1.53629,1.2019,1.93851,0
PDx_T08toT14,"Injuries to unspecified part of trunk, limb or body region",Chp19_PDx,PHYSCategory_Num,0.82348,0.33201,1.81237,0
PDx_T00toT07,Injuries involving multiple body regions,Chp19_PDx,PHYSCategory_Num,2.32764,0.65569,7.80878,0
PDx_S90toS99,Injuries to the ankle and foot,Chp19_PDx,PHYSCategory_Num,1.01745,0.70805,1.42086,0
PDx_S80toS89,Injuries to the knee and lower leg,Chp19_PDx,PHYSCategory_Num,1.4518,1.06148,1.94565,0
PDx_S70toS79,Injuries to the hip and thigh,Chp19_PDx,PHYSCategory_Num,1.45775,0.97818,2.1063,0
PDx_S60toS69,Injuries to the wrist and hand,Chp19_PDx,PHYSCategory_Num,1.25069,1.01269,1.52796,0
PDx_S50toS59,Injuries to the elbow and forearm,Chp19_PDx,PHYSCategory_Num,1.2257,1.04006,1.43514,0
PDx_S40toS49,Injuries to the shoulder and upper arm,Chp19_PDx,PHYSCategory_Num,1.40182,1.12812,1.72312,0
PDx_S30toS39,"Injuries to the abdomen, lower back, lumbar spine and pelvis",Chp19_PDx,PHYSCategory_Num,1.84093,1.19833,2.73938,0
PDx_S20toS29,Injuries to the thorax,Chp19_PDx,PHYSCategory_Num,2.11582,0.94962,4.33517,0
PDx_S10toS19,Injuries to the neck,Chp19_PDx,PHYSCategory_Num,0.88774,0.39984,1.77429,0
PDx_S00toS09,Injuries to the head,Chp19_PDx,PHYSCategory_Num,1.3685,1.21023,1.54224,0
PDx_Q80toQ89,Other congenital malformations,Chp17_PDx,PHYSCategory_Num,1.25664,0.64498,2.25743,0
PDx_Q65toQ79,Congenital malformations and deformations of the musculoskeletal system,Chp17_PDx,PHYSCategory_Num,1.41372,0.91987,2.09678,0
PDx_Q60toQ64,Congenital malformations of the urinary system,Chp17_PDx,PHYSCategory_Num,0.99841,0.26775,3.49384,0
PDx_Q50toQ56,Congenital malformations of genital organs,Chp17_PDx,PHYSCategory_Num,1.48988,0.97342,2.2015,0
PDx_Q38toQ45,Other congenital malformations of the digestive system,Chp17_PDx,PHYSCategory_Num,1.29234,1.00198,1.64339,0
PDx_Q30toQ34,Congenital malformations of the respiratory system,Chp17_PDx,PHYSCategory_Num,1.18405,0.56763,2.25624,0
PDx_Q10toQ18,"Congenital malformations of eye, ear, face and neck",Chp17_PDx,PHYSCategory_Num,1.3923,0.98413,1.91828,0
PDx_P90toP96,Other disorders originating in the perinatal period,Chp16_PDx,PHYSCategory_Num,1.75049,1.01031,2.88694,0
PDx_P80toP83,Conditions involving the integument and temperature regulation of fetus and newborn,Chp16_PDx,PHYSCategory_Num,0.42245,0.18683,0.84966,0
PDx_P75toP78,Digestive system disorders of fetus and newborn,Chp16_PDx,PHYSCategory_Num,1.05196,0.27608,3.84132,0
PDx_P70toP74,Transitory endocrine and metabolic disorders specific to fetus and newborn,Chp16_PDx,PHYSCategory_Num,1.66719,0.44506,5.92382,0
PDx_P50toP61,Haemorrhagic and haematological disorders of fetus and newborn,Chp16_PDx,PHYSCategory_Num,1.98849,0.59143,6.14278,0
PDx_P35toP39,Infections specific to the perinatal period,Chp16_PDx,PHYSCategory_Num,1.00198,0.26775,3.54858,0
PDx_P20toP29,Respiratory and cardiovascular disorders specific to the perinatal period,Chp16_PDx,PHYSCategory_Num,0.89607,0.35581,2.00753,0
PDx_P10toP15,Birth trauma,Chp16_PDx,PHYSCategory_Num,1.76953,0.46172,6.49859,0
PDx_P05toP08,Disorders related to length of gestation and fetal growth,Chp16_PDx,PHYSCategory_Num,1.11622,0.28679,4.21379,0
PDx_P00toP04,"Fetus and newborn affected by maternal factors and by complications of pregnancy, labour and delivery",Chp16_PDx,PHYSCategory_Num,1.08409,0.28084,4.07575,0
PDx_N99toN99,Other disorders of genitourinary tract,Chp14_PDx,PHYSCategory_Num,1.33161,0.44149,3.61046,0
PDx_N80toN98,Noninflammatory disorders of female genital tract,Chp14_PDx,PHYSCategory_Num,0.78064,0.22967,2.36334,0
PDx_N70toN77,Inflammatory diseases of female pelvic organs,Chp14_PDx,PHYSCategory_Num,1.06148,0.37128,2.69059,0
PDx_N60toN64,Disorders of breast,Chp14_PDx,PHYSCategory_Num,0.65331,0.2023,1.86949,0
PDx_N40toN51,Diseases of male genital organs,Chp14_PDx,PHYSCategory_Num,1.22213,1.02697,1.44347,0
PDx_N30toN39,Other diseases of urinary system,Chp14_PDx,PHYSCategory_Num,1.29353,1.06148,1.56247,0
PDx_N25toN29,Other disorders of kidney and ureter,Chp14_PDx,PHYSCategory_Num,1.33994,0.44744,3.56048,0
PDx_N20toN23,Urolithiasis,Chp14_PDx,PHYSCategory_Num,1.36136,0.39151,4.34707,0
PDx_N17toN19,Renal failure,Chp14_PDx,PHYSCategory_Num,0.93653,0.25585,3.25941,0
PDx_N10toN16,Renal tubulo-interstitial diseases,Chp14_PDx,PHYSCategory_Num,0.8687,0.48076,1.4637,0
PDx_N00toN08,Glomerular diseases,Chp14_PDx,PHYSCategory_Num,0.96747,0.40341,2.0944,0
PDx_M91toM94,Chondropathies,Chp13_PDx,PHYSCategory_Num,1.26854,0.42602,3.38079,0
PDx_M86toM90,Other osteopathies,Chp13_PDx,PHYSCategory_Num,0.8806,0.41769,1.68504,0
PDx_M80toM85,Disorders of bone density and structure,Chp13_PDx,PHYSCategory_Num,1.3566,0.53788,3.07615,0
PDx_M70toM79,Other soft tissue disorders,Chp13_PDx,PHYSCategory_Num,1.44347,0.81515,2.41808,0
PDx_M65toM68,Disorders of synovium and tendon,Chp13_PDx,PHYSCategory_Num,1.06386,0.6902,1.57437,0
PDx_M60toM63,Disorders of muscles,Chp13_PDx,PHYSCategory_Num,2.0468,1.00555,3.8556,0
PDx_M50toM54,Other dorsopathies,Chp13_PDx,PHYSCategory_Num,1.46013,0.57239,3.38198,0
PDx_M45toM49,Spondylopathies,Chp13_PDx,PHYSCategory_Num,1.94684,0.66521,5.09082,0
PDx_M40toM43,Deforming dorsopathies,Chp13_PDx,PHYSCategory_Num,1.24831,0.46886,2.94406,0
PDx_M20toM25,Other joint disorders,Chp13_PDx,PHYSCategory_Num,1.06029,0.64974,1.65053,0
PDx_M15toM19,Arthrosis,Chp13_PDx,PHYSCategory_Num,1.1662,0.29393,4.57436,0
PDx_M05toM14,Inflammatory polyarthropathies,Chp13_PDx,PHYSCategory_Num,1.52796,0.71043,3.00356,0
PDx_M00toM03,Infectious arthropathies,Chp13_PDx,PHYSCategory_Num,1.40063,0.68544,2.63109,0
PDx_L80toL99,Other disorders of the skin and subcutaneous tissue,Chp12_PDx,PHYSCategory_Num,1.27806,0.79611,1.96112,0
PDx_L60toL75,Disorders of skin appendages,Chp12_PDx,PHYSCategory_Num,0.93177,0.45815,1.72907,0
PDx_L55toL59,Radiation-related disorders of the skin and subcutaneous tissue,Chp12_PDx,PHYSCategory_Num,0.98056,0.30821,2.85005,0
PDx_L50toL54,Urticaria and erythema,Chp12_PDx,PHYSCategory_Num,1.18524,0.76398,1.76596,0
PDx_L40toL45,Papulosquamous disorders,Chp12_PDx,PHYSCategory_Num,2.0349,0.74851,5.0575,0
PDx_L20toL30,Dermatitis and eczema,Chp12_PDx,PHYSCategory_Num,2.09916,1.53272,2.82625,0
PDx_L10toL14,Bullous disorders,Chp12_PDx,PHYSCategory_Num,1.05791,0.27727,3.89011,0
PDx_L00toL08,Infections of the skin and subcutaneous tissue,Chp12_PDx,PHYSCategory_Num,1.39111,1.18643,1.62316,0
PDx_K90toK93,Other diseases of the digestive system,Chp11_PDx,PHYSCategory_Num,1.02697,0.65926,1.53391,0
PDx_K80toK87,"Disorders of gallbladder, biliary tract and pancreas",Chp11_PDx,PHYSCategory_Num,0.8925,0.29036,2.44902,0
PDx_K70toK77,Diseases of liver,Chp11_PDx,PHYSCategory_Num,1.39825,0.44268,4.16738,0
PDx_K65toK67,Diseases of peritoneum,Chp11_PDx,PHYSCategory_Num,1.04363,0.27608,3.75326,0
PDx_K55toK63,Other diseases of intestines,Chp11_PDx,PHYSCategory_Num,1.25545,0.96152,1.61483,0
PDx_K50toK52,Noninfective enteritis and colitis,Chp11_PDx,PHYSCategory_Num,1.06267,0.53312,1.94922,0
PDx_K40toK46,Hernia,Chp11_PDx,PHYSCategory_Num,1.17453,0.97223,1.40658,0
PDx_K35toK38,Diseases of appendix,Chp11_PDx,PHYSCategory_Num,1.0829,0.75684,1.50773,0
PDx_K20toK31,"Diseases of oesophagus, stomach and duodenum",Chp11_PDx,PHYSCategory_Num,1.39111,1.06624,1.78738,0
PDx_K00toK14,"Diseases of oral cavity, salivary glands and jaws",Chp11_PDx,PHYSCategory_Num,1.47203,1.33518,1.6184,0
PDx_J95toJ99,Other diseases of the respiratory system,Chp10_PDx,PHYSCategory_Num,1.06505,0.73304,1.50059,0
PDx_J90toJ94,Other diseases of pleura,Chp10_PDx,PHYSCategory_Num,0.92344,0.25466,3.13565,0
PDx_J85toJ86,Suppurative and necrotic conditions of lower respiratory tract,Chp10_PDx,PHYSCategory_Num,1.44585,0.40698,4.76119,0
PDx_J80toJ84,Other respiratory diseases principally affecting the interstitium,Chp10_PDx,PHYSCategory_Num,1.72193,0.52479,5.34072,0
PDx_J60toJ70,Lung diseases due to external agents,Chp10_PDx,PHYSCategory_Num,1.04482,0.32487,3.00475,0
PDx_J40toJ47,Chronic lower respiratory diseases,Chp10_PDx,PHYSCategory_Num,1.32685,1.20785,1.45418,0
PDx_J30toJ39,Other diseases of upper respiratory tract,Chp10_PDx,PHYSCategory_Num,1.17691,1.07576,1.28639,0
PDx_J20toJ22,Other acute lower respiratory infections,Chp10_PDx,PHYSCategory_Num,1.35779,1.24355,1.47917,0
PDx_J10toJ18,Influenza and pneumonia,Chp10_PDx,PHYSCategory_Num,1.2138,1.071,1.36969,0
PDx_J00toJ06,Acute upper respiratory infections,Chp10_PDx,PHYSCategory_Num,1.26497,1.15906,1.37802,0
PDx_I95toI99,Other and unspecified disorders of the circulatory system,Chp09_PDx,PHYSCategory_Num,1.37802,0.38556,4.70169,0
PDx_I80toI89,"Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified",Chp09_PDx,PHYSCategory_Num,1.25307,0.84133,1.8088,0
PDx_I70toI79,"Diseases of arteries, arterioles and capillaries",Chp09_PDx,PHYSCategory_Num,1.50892,0.4879,4.15667,0
PDx_I60toI69,Cerebrovascular diseases,Chp09_PDx,PHYSCategory_Num,1.43871,0.47005,3.9508,0
PDx_I30toI52,Other forms of heart disease,Chp09_PDx,PHYSCategory_Num,1.18762,0.48433,2.60372,0
PDx_I26toI28,Pulmonary heart disease and diseases of pulmonary circulation,Chp09_PDx,PHYSCategory_Num,1.11503,0.28679,4.25187,0
PDx_I10toI15,Hypertensive diseases,Chp09_PDx,PHYSCategory_Num,0.71757,0.21539,2.16818,0
PDx_I00toI02,Acute rheumatic fever,Chp09_PDx,PHYSCategory_Num,1.14359,0.29036,4.41728,0
PDx_H90toH95,Other disorders of ear,Chp08_PDx,PHYSCategory_Num,1.30543,0.80801,2.01824,0
PDx_H80toH83,Diseases of inner ear,Chp08_PDx,PHYSCategory_Num,1.06505,0.33082,3.07139,0
PDx_H65toH75,Diseases of middle ear and mastoid,Chp08_PDx,PHYSCategory_Num,1.43395,1.2971,1.58151,0
PDx_H60toH62,Diseases of external ear,Chp08_PDx,PHYSCategory_Num,2.03966,1.25069,3.19634,0
PDx_H55toH59,Other disorders of eye and adnexa,Chp07_PDx,PHYSCategory_Num,1.09956,0.38199,2.81078,0
PDx_H53toH54,Visual disturbances and blindness,Chp07_PDx,PHYSCategory_Num,1.50654,0.48433,4.22093,0
PDx_H49toH52,"Disorders of ocular muscles, binocular movement, accommodation and refraction",Chp07_PDx,PHYSCategory_Num,1.37207,0.98175,1.87187,0
PDx_H46toH48,Disorders of optic nerve and visual pathways,Chp07_PDx,PHYSCategory_Num,1.51844,0.42007,5.10986,0
PDx_H43toH45,Disorders of vitreous body and globe,Chp07_PDx,PHYSCategory_Num,1.35422,0.38556,4.46131,0
PDx_H40toH42,Glaucoma,Chp07_PDx,PHYSCategory_Num,1.29829,0.37366,4.25663,0
PDx_H30toH36,Disorders of choroid and retina,Chp07_PDx,PHYSCategory_Num,1.37683,0.3927,4.50415,0
PDx_H25toH28,Disorders of lens,Chp07_PDx,PHYSCategory_Num,1.21975,0.40936,3.29273,0
PDx_H15toH22,"Disorders of sclera, cornea, iris and ciliary body",Chp07_PDx,PHYSCategory_Num,2.03133,0.80563,4.69217,0
PDx_H10toH13,Disorders of conjunctiva,Chp07_PDx,PHYSCategory_Num,1.04363,0.43078,2.28837,0
PDx_H00toH06,"Disorders of eyelid, lacrimal system and orbit",Chp07_PDx,PHYSCategory_Num,1.06386,0.76517,1.44109,0
PDx_G90toG99,Other disorders of the nervous system,Chp06_PDx,PHYSCategory_Num,2.56326,1.24831,4.95516,0
PDx_G80toG83,Cerebral palsy and other paralytic syndromes,Chp06_PDx,PHYSCategory_Num,1.60055,0.50337,4.62434,0
PDx_G70toG73,Diseases of myoneural junction and muscle,Chp06_PDx,PHYSCategory_Num,1.01745,0.27132,3.57714,0
PDx_G60toG64,Polyneuropathies and other disorders of the peripheral nervous system,Chp06_PDx,PHYSCategory_Num,0.76636,0.2261,2.32169,0
PDx_G50toG59,"Nerve, nerve root and plexus disorders",Chp06_PDx,PHYSCategory_Num,1.94208,0.66045,5.15389,0
PDx_G40toG47,Episodic and paroxysmal disorders,Chp06_PDx,PHYSCategory_Num,1.54819,1.36255,1.75287,0
PDx_G20toG26,Extrapyramidal and movement disorders,Chp06_PDx,PHYSCategory_Num,1.3209,0.48552,3.22252,0
PDx_G10toG13,Systemic atrophies primarily affecting the central nervous system,Chp06_PDx,PHYSCategory_Num,1.2495,0.36771,3.88178,0
PDx_G00toG09,Inflammatory diseases of the central nervous system,Chp06_PDx,PHYSCategory_Num,1.31733,0.68663,2.3562,0
PDx_F99toF99,Unspecified mental disorder,Chp05_PDx,PHYSCategory_Num,1.11741,0.28679,4.25782,0
PDx_F90toF98,Behavioural and emotional disorders with onset usually occurring in childhood and adolescence,Chp05_PDx,PHYSCategory_Num,1.62078,0.84966,2.90241,0
PDx_F80toF89,Disorders of psychological development,Chp05_PDx,PHYSCategory_Num,1.49226,0.58072,3.49265,0
PDx_F70toF79,Mental retardation,Chp05_PDx,PHYSCategory_Num,1.06029,0.27846,3.87345,0
PDx_F60toF69,Disorders of adult personality and behaviour,Chp05_PDx,PHYSCategory_Num,1.17334,0.29512,4.62315,0
PDx_F50toF59,Behavioural syndromes associated with physiological disturbances and physical factors,Chp05_PDx,PHYSCategory_Num,1.39825,0.90202,2.0825,0
PDx_F40toF48,"Neurotic, stress-related and somatoform disorders",Chp05_PDx,PHYSCategory_Num,1.77191,0.61047,4.66242,0
PDx_F30toF39,Mood [affective] disorders,Chp05_PDx,PHYSCategory_Num,1.06862,0.27965,3.94723,0
PDx_F10toF19,Mental and behavioural disorders due to psychoactive substance use,Chp05_PDx,PHYSCategory_Num,0.91987,0.25228,3.22728,0
PDx_F00toF09,"Organic, including symptomatic, mental disorders",Chp05_PDx,PHYSCategory_Num,0.952,0.26061,3.25941,0
PDx_E70toE89,Metabolic disorders,Chp04_PDx,PHYSCategory_Num,1.21975,0.7497,1.89805,0
PDx_E65toE68,Obesity and other hyperalimentation,Chp04_PDx,PHYSCategory_Num,4.77904,1.73621,12.41527,0
PDx_E50toE64,Other nutritional deficiencies,Chp04_PDx,PHYSCategory_Num,1.53391,0.54383,3.92224,0
PDx_E40toE46,Malnutrition,Chp04_PDx,PHYSCategory_Num,1.66957,0.44506,6.05353,0
PDx_E20toE35,Disorders of other endocrine glands,Chp04_PDx,PHYSCategory_Num,2.10392,1.10432,3.77587,0
PDx_E15toE16,Other disorders of glucose regulation and pancreatic internal secretion,Chp04_PDx,PHYSCategory_Num,0.68901,0.26299,1.59936,0
PDx_E00toE07,Disorders of thyroid gland,Chp04_PDx,PHYSCategory_Num,0.92701,0.25585,3.11542,0
PDx_D80toD89,Certain disorders involving the immune mechanism,Chp03_PDx,PHYSCategory_Num,1.071,0.27965,3.97222,0
PDx_D70toD77,Other diseases of blood and blood-forming organs,Chp03_PDx,PHYSCategory_Num,2.14914,1.20071,3.70566,0
PDx_D65toD69,"Coagulation defects, purpura and other haemorrhagic conditions",Chp03_PDx,PHYSCategory_Num,1.4399,0.91392,2.18246,0
PDx_D60toD64,Aplastic and other anaemias,Chp03_PDx,PHYSCategory_Num,1.00793,0.38437,2.38357,0
PDx_D55toD59,Haemolytic anaemias,Chp03_PDx,PHYSCategory_Num,1.90519,0.76993,4.29114,0
PDx_D50toD53,Nutritional anaemias,Chp03_PDx,PHYSCategory_Num,1.68385,0.69496,3.70328,0
PDx_D37toD48,Neoplasms of uncertain or unknown behaviour,Chp02_PDx,PHYSCategory_Num,2.23482,0.97104,4.77309,0
PDx_D10toD36,Benign neoplasms,Chp02_PDx,PHYSCategory_Num,0.99365,0.73661,1.31257,0
PDx_D00toD09,In situ neoplasms,Chp02_PDx,PHYSCategory_Num,1.82546,0.47124,6.83893,0
PDx_C81toC96,"Malignant neoplasms of lymphoid, haematopoietic and related tissue",Chp02_PDx,PHYSCategory_Num,1.25426,0.60452,2.48472,0
PDx_C76toC80,"Malignant neoplasms of ill-defined, secondary and unspecified sites",Chp02_PDx,PHYSCategory_Num,1.73621,0.52955,5.28717,0
PDx_C73toC75,Malignant neoplasms of thyroid and other endocrine glands,Chp02_PDx,PHYSCategory_Num,0.86989,0.24038,3.01546,0
PDx_C69toC72,"Malignant neoplasms of eye, brain and other parts of central nervous system",Chp02_PDx,PHYSCategory_Num,0.96033,0.33201,2.53232,0
PDx_C64toC68,Malignant neoplasms of urinary tract,Chp02_PDx,PHYSCategory_Num,0.6069,0.18802,1.78976,0
PDx_C60toC63,Malignant neoplasms of male genital organs,Chp02_PDx,PHYSCategory_Num,1.1424,0.29036,4.40538,0
PDx_C45toC49,Malignant neoplasms of mesothelial and soft tissue,Chp02_PDx,PHYSCategory_Num,1.26497,0.41055,3.6176,0
PDx_C43toC44,Melanoma and other malignant neoplasms of skin,Chp02_PDx,PHYSCategory_Num,1.03649,0.27489,3.7009,0
PDx_C40toC41,Malignant neoplasms of bone and articular cartilage,Chp02_PDx,PHYSCategory_Num,1.00198,0.26894,3.5224,0
PDx_C30toC39,Malignant neoplasms of respiratory and intrathoracic organs,Chp02_PDx,PHYSCategory_Num,1.2614,0.36057,4.22569,0
PDx_C15toC26,Malignant neoplasms of digestive organs,Chp02_PDx,PHYSCategory_Num,0.94486,0.25704,3.29511,0
PDx_B99toB99,Other infectious diseases,Chp01_PDx,PHYSCategory_Num,2.26933,0.7378,6.44385,0
PDx_B95toB97,"Bacterial, viral and other infectious agents",Chp01_PDx,PHYSCategory_Num,1.74692,0.71757,3.85917,0
PDx_B85toB89,"Pediculosis, acariasis and other infestations",Chp01_PDx,PHYSCategory_Num,0.96271,0.39746,2.12772,0
PDx_B65toB83,Helminthiases,Chp01_PDx,PHYSCategory_Num,1.1781,0.35462,3.53906,0
PDx_B50toB64,Protozoal diseases,Chp01_PDx,PHYSCategory_Num,1.13169,0.28917,4.32089,0
PDx_B35toB49,Mycoses,Chp01_PDx,PHYSCategory_Num,0.67592,0.25704,1.5946,0
PDx_B25toB34,Other viral diseases,Chp01_PDx,PHYSCategory_Num,1.3209,1.1781,1.47679,0
PDx_B15toB19,Viral hepatitis,Chp01_PDx,PHYSCategory_Num,0.92225,0.25585,3.08567,0
PDx_B00toB09,Viral infections characterised by skin and mucous membrane lesions,Chp01_PDx,PHYSCategory_Num,1.43157,1.11622,1.81237,0
PDx_A90toA99,Arthropod-borne viral fevers and viral haemorrhagic fevers,Chp01_PDx,PHYSCategory_Num,1.08766,0.28203,4.05671,0
PDx_A80toA89,Viral infections of the central nervous system,Chp01_PDx,PHYSCategory_Num,1.08052,0.57477,1.88853,0
PDx_A75toA79,Rickettsioses,Chp01_PDx,PHYSCategory_Num,1.09361,0.28322,4.06147,0
PDx_A65toA69,Other spirochaetal diseases,Chp01_PDx,PHYSCategory_Num,1.10432,0.28441,4.13763,0
PDx_A50toA64,Infections with a predominantly sexual mode of transmission,Chp01_PDx,PHYSCategory_Num,1.03649,0.2737,3.75921,0
PDx_A30toA49,Other bacterial diseases,Chp01_PDx,PHYSCategory_Num,1.38516,1.03292,1.82546,0
PDx_A15toA19,Tuberculosis,Chp01_PDx,PHYSCategory_Num,1.07695,0.27965,4.04124,0
PDx_A00toA09,Intestinal infectious diseases,Chp01_PDx,PHYSCategory_Num,1.25545,1.15668,1.36255,0
PDx_T66toT78,Other and unspecified effects of external causes,Chp19_PDx,LANGCOGCategory_Num,1.52677,1.06386,2.12772,0
PDx_T51toT65,Toxic effects of substances chiefly nonmedicinal as to source,Chp19_PDx,LANGCOGCategory_Num,1.57556,0.97342,2.44426,0
PDx_T36toT50,"Poisoning by drugs, medicaments and biological substances",Chp19_PDx,LANGCOGCategory_Num,1.67909,1.23284,2.24196,0
PDx_T29toT31,Burns of multiple and unspecified body regions,Chp19_PDx,LANGCOGCategory_Num,1.40658,0.39746,4.67789,0
PDx_T26toT28,Burns of eye and internal organs,Chp19_PDx,LANGCOGCategory_Num,1.92066,0.57715,5.87503,0
PDx_T20toT25,"Burns of external body surface, specified by site",Chp19_PDx,LANGCOGCategory_Num,1.78262,1.37088,2.28837,0
PDx_T15toT19,Effects of foreign body entering through natural orifice,Chp19_PDx,LANGCOGCategory_Num,1.97421,1.50416,2.55136,0
PDx_T08toT14,"Injuries to unspecified part of trunk, limb or body region",Chp19_PDx,LANGCOGCategory_Num,0.91511,0.3332,2.20031,0
PDx_T00toT07,Injuries involving multiple body regions,Chp19_PDx,LANGCOGCategory_Num,2.45259,0.67711,8.49779,0
PDx_S90toS99,Injuries to the ankle and foot,Chp19_PDx,LANGCOGCategory_Num,1.38159,0.94367,1.96231,0
PDx_S80toS89,Injuries to the knee and lower leg,Chp19_PDx,LANGCOGCategory_Num,1.33518,0.91154,1.90043,0
PDx_S70toS79,Injuries to the hip and thigh,Chp19_PDx,LANGCOGCategory_Num,1.9397,1.26378,2.88099,0
PDx_S60toS69,Injuries to the wrist and hand,Chp19_PDx,LANGCOGCategory_Num,1.27449,0.99127,1.61602,0
PDx_S50toS59,Injuries to the elbow and forearm,Chp19_PDx,LANGCOGCategory_Num,1.25426,1.02697,1.51725,0
